lang,label,sentence
en,ovos-skill-alerts.openvoiceos:missed_alerts.intent,which alarms have i missed
en,ovos-skill-alerts.openvoiceos:missed_alerts.intent,which alert did i miss
en,ovos-skill-alerts.openvoiceos:missed_alerts.intent,which alert have i missed
en,ovos-skill-alerts.openvoiceos:missed_alerts.intent,which alerts did i miss
en,ovos-skill-alerts.openvoiceos:missed_alerts.intent,which alerts have i missed
en,ovos-skill-alerts.openvoiceos:missed_alerts.intent,which event did i miss
en,ovos-skill-alerts.openvoiceos:missed_alerts.intent,which event have i missed
en,ovos-skill-alerts.openvoiceos:missed_alerts.intent,which events did i miss
en,ovos-skill-alerts.openvoiceos:missed_alerts.intent,which events have i missed
en,ovos-skill-alerts.openvoiceos:missed_alerts.intent,which reminder did i miss
en,ovos-skill-alerts.openvoiceos:missed_alerts.intent,which reminder have i missed
en,ovos-skill-alerts.openvoiceos:missed_alerts.intent,which reminders did i miss
en,ovos-skill-alerts.openvoiceos:missed_alerts.intent,which reminders have i missed
en,ovos-skill-alerts.openvoiceos:missed_alerts.intent,which timer did i miss
en,ovos-skill-alerts.openvoiceos:missed_alerts.intent,which timer have i missed
en,ovos-skill-alerts.openvoiceos:missed_alerts.intent,which timers did i miss
en,ovos-skill-alerts.openvoiceos:missed_alerts.intent,which timers have i missed
en,ovos-skill-camera.openvoiceos:take_picture.intent,take a photo
en,ovos-skill-camera.openvoiceos:take_picture.intent,take a picture
en,ovos-skill-camera.openvoiceos:have_camera.intent,can i use the camera
en,ovos-skill-camera.openvoiceos:have_camera.intent,can you access the camera
en,ovos-skill-camera.openvoiceos:have_camera.intent,do you have a camera
en,ovos-skill-camera.openvoiceos:have_camera.intent,is a camera available
en,ovos-skill-camera.openvoiceos:have_camera.intent,is the camera working
en,ovos-skill-camera.openvoiceos:have_camera.intent,is there a camera
en,ovos-skill-confucius-quotes.openvoiceos:who.intent,who was confucius
en,ovos-skill-days-in-history.openvoiceos:today_in_history.intent,tell me about happened this date
en,ovos-skill-days-in-history.openvoiceos:today_in_history.intent,tell me about happened this date in history
en,ovos-skill-days-in-history.openvoiceos:today_in_history.intent,tell me about happened this day
en,ovos-skill-days-in-history.openvoiceos:today_in_history.intent,tell me about happened this day in history
en,ovos-skill-days-in-history.openvoiceos:today_in_history.intent,tell me about happened today
en,ovos-skill-days-in-history.openvoiceos:today_in_history.intent,tell me about happened today in history
en,ovos-skill-days-in-history.openvoiceos:today_in_history.intent,tell me about historical events happened this date
en,ovos-skill-days-in-history.openvoiceos:today_in_history.intent,tell me about historical events happened this date in history
en,ovos-skill-days-in-history.openvoiceos:today_in_history.intent,tell me about historical events happened this day
en,ovos-skill-days-in-history.openvoiceos:today_in_history.intent,tell me about historical events happened this day in history
en,ovos-skill-days-in-history.openvoiceos:today_in_history.intent,tell me about historical events happened today
en,ovos-skill-days-in-history.openvoiceos:today_in_history.intent,tell me about historical events happened today in history
en,ovos-skill-days-in-history.openvoiceos:today_in_history.intent,what happened this date
en,ovos-skill-days-in-history.openvoiceos:today_in_history.intent,what happened this date in history
en,ovos-skill-days-in-history.openvoiceos:today_in_history.intent,what happened this day
en,ovos-skill-days-in-history.openvoiceos:today_in_history.intent,what happened this day in history
en,ovos-skill-days-in-history.openvoiceos:today_in_history.intent,what happened today
en,ovos-skill-days-in-history.openvoiceos:today_in_history.intent,what historical events happened this date
en,ovos-skill-days-in-history.openvoiceos:today_in_history.intent,what historical events happened this date in history
en,ovos-skill-days-in-history.openvoiceos:today_in_history.intent,what historical events happened this day
en,ovos-skill-days-in-history.openvoiceos:today_in_history.intent,what historical events happened this day in history
en,ovos-skill-days-in-history.openvoiceos:today_in_history.intent,what historical events happened today
en,ovos-skill-days-in-history.openvoiceos:today_in_history.intent,what historical events happened today in history
en,ovos-skill-days-in-history.openvoiceos:today_in_history.intent,tell me about happened on {date}
en,ovos-skill-days-in-history.openvoiceos:today_in_history.intent,tell me about happened on {date} in history
en,ovos-skill-days-in-history.openvoiceos:today_in_history.intent,tell me about historical events happened on {date}
en,ovos-skill-days-in-history.openvoiceos:today_in_history.intent,tell me about historical events happened on {date} in history
en,ovos-skill-days-in-history.openvoiceos:today_in_history.intent,what happened on {date}
en,ovos-skill-days-in-history.openvoiceos:today_in_history.intent,what happened on {date} in history
en,ovos-skill-days-in-history.openvoiceos:today_in_history.intent,what historical events happened on {date}
en,ovos-skill-days-in-history.openvoiceos:today_in_history.intent,what historical events happened on {date} in history
en,ovos-skill-days-in-history.openvoiceos:today_in_history.intent,this date in history
en,ovos-skill-days-in-history.openvoiceos:today_in_history.intent,this day in history
en,ovos-skill-days-in-history.openvoiceos:today_in_history.intent,today in history
en,ovos-skill-diagnostics.openvoiceos:query_ovos_location.intent,tell me your location
en,ovos-skill-diagnostics.openvoiceos:query_ovos_location.intent,what is your current location
en,ovos-skill-diagnostics.openvoiceos:query_ovos_location.intent,what's your location
en,ovos-skill-diagnostics.openvoiceos:query_ovos_location.intent,where are you
en,ovos-skill-diagnostics.openvoiceos:query_user_lang.intent,what language am i speaking
en,ovos-skill-diagnostics.openvoiceos:query_user_lang.intent,what language am i using
en,ovos-skill-diagnostics.openvoiceos:query_user_lang.intent,which language am i speaking
en,ovos-skill-diagnostics.openvoiceos:query_user_lang.intent,which language am i using
en,ovos-skill-diagnostics.openvoiceos:query_user_lang.intent,what language are we speaking
en,ovos-skill-diagnostics.openvoiceos:query_user_lang.intent,what language are we using
en,ovos-skill-diagnostics.openvoiceos:query_user_lang.intent,which language are we speaking
en,ovos-skill-diagnostics.openvoiceos:query_user_lang.intent,which language are we using
en,ovos-skill-diagnostics.openvoiceos:query_extra_langs.intent,do you have secondary languages
en,ovos-skill-diagnostics.openvoiceos:query_extra_langs.intent,tell me your extra languages
en,ovos-skill-diagnostics.openvoiceos:query_extra_langs.intent,what are your additional languages
en,ovos-skill-diagnostics.openvoiceos:query_extra_langs.intent,what other languages do you have
en,ovos-skill-diagnostics.openvoiceos:query_extra_langs.intent,which extra languages are you using
en,ovos-skill-diagnostics.openvoiceos:query_gpu.intent,are you using a gpu
en,ovos-skill-diagnostics.openvoiceos:query_gpu.intent,do you have a gpu
en,ovos-skill-diagnostics.openvoiceos:query_gpu.intent,does your system have a gpu
en,ovos-skill-diagnostics.openvoiceos:query_gpu.intent,is there a gpu in your system
en,ovos-skill-diagnostics.openvoiceos:query_langs.intent,what languages can you speak
en,ovos-skill-diagnostics.openvoiceos:query_langs.intent,what languages can you understand
en,ovos-skill-diagnostics.openvoiceos:query_langs.intent,which languages can you speak
en,ovos-skill-diagnostics.openvoiceos:query_langs.intent,which languages can you understand
en,ovos-skill-diagnostics.openvoiceos:query_langs.intent,available languages
en,ovos-skill-diagnostics.openvoiceos:query_langs.intent,list languages
en,ovos-skill-diagnostics.openvoiceos:query_langs.intent,list available languages
en,ovos-skill-diagnostics.openvoiceos:query_langs.intent,list supported languages
en,ovos-skill-diagnostics.openvoiceos:query_langs.intent,list your languages
en,ovos-skill-diagnostics.openvoiceos:query_langs.intent,tell me all your languages
en,ovos-skill-diagnostics.openvoiceos:query_langs.intent,what are your system languages
en,ovos-skill-diagnostics.openvoiceos:query_langs.intent,what languages are you using
en,ovos-skill-diagnostics.openvoiceos:query_langs.intent,which languages are available
en,ovos-skill-diagnostics.openvoiceos:query_memory_usage.intent,current memory usage
en,ovos-skill-diagnostics.openvoiceos:query_memory_usage.intent,how much ram are you using
en,ovos-skill-diagnostics.openvoiceos:query_memory_usage.intent,memory diagnostics
en,ovos-skill-diagnostics.openvoiceos:query_memory_usage.intent,tell me your memory status
en,ovos-skill-diagnostics.openvoiceos:query_memory_usage.intent,what is your memory usage
en,ovos-skill-diagnostics.openvoiceos:query_memory_usage.intent,what's your available memory
en,ovos-skill-diagnostics.openvoiceos:query_primary_lang.intent,tell me your core language
en,ovos-skill-diagnostics.openvoiceos:query_primary_lang.intent,tell me your language
en,ovos-skill-diagnostics.openvoiceos:query_primary_lang.intent,what is your main language
en,ovos-skill-diagnostics.openvoiceos:query_primary_lang.intent,what is your primary language
en,ovos-skill-diagnostics.openvoiceos:query_primary_lang.intent,what language are you using
en,ovos-skill-diagnostics.openvoiceos:query_primary_lang.intent,what's your system language
en,ovos-skill-diagnostics.openvoiceos:query_primary_lang.intent,which language are you set to
en,ovos-skill-diagnostics.openvoiceos:query_primary_lang.intent,which language is your default
en,ovos-skill-diagnostics.openvoiceos:query_cpu_usage.intent,cpu diagnostics
en,ovos-skill-diagnostics.openvoiceos:query_cpu_usage.intent,current cpu load
en,ovos-skill-diagnostics.openvoiceos:query_cpu_usage.intent,how much cpu are you using
en,ovos-skill-diagnostics.openvoiceos:query_cpu_usage.intent,how much processor is in use
en,ovos-skill-diagnostics.openvoiceos:query_cpu_usage.intent,tell me your cpu usage
en,ovos-skill-diagnostics.openvoiceos:query_cpu_usage.intent,what is the cpu load
en,ovos-skill-diagnostics.openvoiceos:query_cpu_usage.intent,what is your cpu usage
en,ovos-skill-diagnostics.openvoiceos:query_kernel_version.intent,tell me your kernel version
en,ovos-skill-diagnostics.openvoiceos:query_kernel_version.intent,what is your kernel version
en,ovos-skill-diagnostics.openvoiceos:query_kernel_version.intent,what kernel version are you using
en,ovos-skill-diagnostics.openvoiceos:query_kernel_version.intent,which kernel do you have
en,ovos-skill-diagnostics.openvoiceos:query_user_location.intent,tell me my location
en,ovos-skill-diagnostics.openvoiceos:query_user_location.intent,what is my current location
en,ovos-skill-diagnostics.openvoiceos:query_user_location.intent,what's my location
en,ovos-skill-diagnostics.openvoiceos:query_user_location.intent,where am i
en,ovos-skill-dictation.openvoiceos:start_dictation.intent,activate dictation
en,ovos-skill-dictation.openvoiceos:start_dictation.intent,activate dictation with name {name}
en,ovos-skill-dictation.openvoiceos:start_dictation.intent,activate text capturing
en,ovos-skill-dictation.openvoiceos:start_dictation.intent,activate text capturing mode
en,ovos-skill-dictation.openvoiceos:start_dictation.intent,activate text transcription
en,ovos-skill-dictation.openvoiceos:start_dictation.intent,activate text transcription mode with the name {name}
en,ovos-skill-dictation.openvoiceos:start_dictation.intent,activate text transcription with name {name}
en,ovos-skill-dictation.openvoiceos:start_dictation.intent,activate voice-to-text recording as {name}
en,ovos-skill-dictation.openvoiceos:start_dictation.intent,begin capturing text
en,ovos-skill-dictation.openvoiceos:start_dictation.intent,begin capturing text named {name}
en,ovos-skill-dictation.openvoiceos:start_dictation.intent,begin converting speech to text
en,ovos-skill-dictation.openvoiceos:start_dictation.intent,begin dictation
en,ovos-skill-dictation.openvoiceos:start_dictation.intent,begin dictation named {name}
en,ovos-skill-dictation.openvoiceos:start_dictation.intent,begin dictation with name {name}
en,ovos-skill-dictation.openvoiceos:start_dictation.intent,begin note compilation
en,ovos-skill-dictation.openvoiceos:start_dictation.intent,begin note compilation named {name}
en,ovos-skill-dictation.openvoiceos:start_dictation.intent,begin note-taking
en,ovos-skill-dictation.openvoiceos:start_dictation.intent,begin note-taking as {name}
en,ovos-skill-dictation.openvoiceos:start_dictation.intent,begin note-taking named {name}
en,ovos-skill-dictation.openvoiceos:start_dictation.intent,begin note-taking named {name} please
en,ovos-skill-dictation.openvoiceos:start_dictation.intent,begin note-taking now
en,ovos-skill-dictation.openvoiceos:start_dictation.intent,begin note-taking now named {name}
en,ovos-skill-dictation.openvoiceos:start_dictation.intent,begin note-taking now please
en,ovos-skill-dictation.openvoiceos:start_dictation.intent,begin note-taking now please named {name}
en,ovos-skill-dictation.openvoiceos:start_dictation.intent,begin note-taking please
en,ovos-skill-dictation.openvoiceos:start_dictation.intent,begin note-taking please named {name}
en,ovos-skill-dictation.openvoiceos:start_dictation.intent,begin recording text
en,ovos-skill-dictation.openvoiceos:start_dictation.intent,begin recording text as {name}
en,ovos-skill-dictation.openvoiceos:start_dictation.intent,begin recording words as {name}
en,ovos-skill-dictation.openvoiceos:start_dictation.intent,begin saving to text
en,ovos-skill-dictation.openvoiceos:start_dictation.intent,begin taking dictation
en,ovos-skill-dictation.openvoiceos:start_dictation.intent,begin taking dictation named {name}
en,ovos-skill-dictation.openvoiceos:start_dictation.intent,begin taking notes
en,ovos-skill-dictation.openvoiceos:start_dictation.intent,begin taking notes named {name}
en,ovos-skill-dictation.openvoiceos:start_dictation.intent,begin text capture
en,ovos-skill-dictation.openvoiceos:start_dictation.intent,begin text capture named {name}
en,ovos-skill-dictation.openvoiceos:start_dictation.intent,begin text transcript creation
en,ovos-skill-dictation.openvoiceos:start_dictation.intent,begin text transcription named {name}
en,ovos-skill-dictation.openvoiceos:start_dictation.intent,begin textual documentation
en,ovos-skill-dictation.openvoiceos:start_dictation.intent,begin textual transcription
en,ovos-skill-dictation.openvoiceos:start_dictation.intent,begin transcribing
